lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,market_segment,previous_stays,reserved_room_type,booking_changes,deposit_type,days_in_waiting_list,average_daily_rate,total_of_special_requests
25,2,5,2,0,0,BB,Direct,0,A,1,No Deposit,0,115,0
25,2,6,2,0,0,BB,Direct,0,D,0,No Deposit,0,154,2
43,2,7,2,0,0,HB,Online TA,0,A,0,No Deposit,0,166,0
30,0,0,2,1,0,HB,Online TA,0,D,0,No Deposit,0,0,0
11,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,117.81,0
1,1,1,2,0,0,BB,Direct,0,D,0,No Deposit,0,147,0
12,1,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,153,1
67,2,2,2,0,0,BB,Online TA,0,A,1,No Deposit,0,134,1
25,2,3,2,1,0,HB,Online TA,0,D,0,No Deposit,0,158.77,2
94,2,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,134,1
33,2,3,2,2,0,HB,Online TA,0,C,0,No Deposit,0,142.03,1
47,2,3,2,2,0,HB,Direct,0,G,1,No Deposit,0,240,0
43,2,4,2,0,0,BB,Direct,0,A,0,No Deposit,0,134,0
54,2,5,2,0,0,HB,Online TA,0,A,0,No Deposit,0,147,0
32,2,5,2,0,0,BB,Online TA,0,E,0,No Deposit,0,176,0
54,2,5,2,0,0,HB,Online TA,0,A,0,No Deposit,0,147,0
75,2,5,2,0,0,HB,Online TA,0,D,1,No Deposit,0,167,1
61,2,6,3,0,0,HB,Online TA,0,E,0,No Deposit,0,233.05,0
60,2,6,2,0,0,HB,Online TA,0,A,1,No Deposit,0,90.12,1
115,4,6,2,0,0,BB,Online TA,0,A,0,No Deposit,0,120.6,2
0,2,5,2,0,0,BB,Online TA,0,A,0,No Deposit,0,88.55,0
50,2,5,3,0,0,BB,Direct,0,G,0,No Deposit,0,195,0
47,2,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,103.5,0
48,2,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,115,3
73,2,3,3,0,0,HB,Direct,0,E,0,No Deposit,0,209,1
38,2,5,2,2,0,HB,Direct,0,C,0,No Deposit,0,180,0
34,2,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,103.18,0
130,2,5,2,0,0,HB,Direct,0,E,0,No Deposit,0,174.01,1
31,0,0,2,0,0,BB,Online TA,0,A,1,No Deposit,0,0,0
59,1,1,2,0,0,BB,Online TA,0,E,0,No Deposit,0,145,0
48,1,2,2,0,0,BB,Online TA,0,E,0,No Deposit,0,145,0
96,1,2,2,0,0,HB,Online TA,0,A,0,No Deposit,0,166,2
51,1,2,2,0,0,BB,Direct,0,A,0,No Deposit,0,115,0
96,1,2,2,0,0,HB,Online TA,0,A,0,No Deposit,0,166,2
6,1,3,2,0,0,BB,Direct,0,F,5,No Deposit,0,162,2
27,1,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,153,0
30,1,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,134,1
52,1,3,2,1,0,HB,Direct,0,D,0,No Deposit,0,145,2
31,1,3,2,0,0,HB,Direct,0,A,0,No Deposit,0,145,0
48,1,3,2,1,0,BB,Online TA,0,A,1,No Deposit,0,130,0
28,1,4,2,0,0,BB,Online TA,0,D,0,No Deposit,0,154,0
77,1,4,2,0,0,BB,Online TA,0,G,1,No Deposit,0,195,1
35,1,5,2,0,0,HB,Online TA,0,A,0,No Deposit,0,159.6,1
40,1,5,2,0,0,BB,Online TA,0,A,0,No Deposit,0,120.6,0
76,2,5,2,0,0,BB,Online TA,0,D,0,No Deposit,0,102.72,1
70,0,1,2,1,0,BB,Online TA,0,D,0,No Deposit,0,114.85,1
70,0,1,2,1,0,BB,Online TA,0,D,0,No Deposit,0,114.85,1
68,0,2,2,0,0,BB,Online TA,0,D,0,No Deposit,0,135,1
47,0,4,2,0,0,BB,Direct,0,F,0,No Deposit,0,164,2
50,0,5,2,0,0,BB,Online TA,0,D,0,No Deposit,0,138.8,1
36,0,5,2,0,0,BB,Direct,0,D,0,No Deposit,0,135,0
49,1,5,2,0,0,BB,Online TA,0,A,0,No Deposit,0,103.18,1
30,0,4,2,0,0,BB,Online TA,0,A,0,No Deposit,0,146,2
71,1,4,2,0,0,BB,Online TA,0,A,0,No Deposit,0,134,0
37,1,4,2,0,0,HB,Direct,0,A,0,No Deposit,0,157,1
0,0,1,2,2,0,BB,Direct,0,H,0,No Deposit,0,188,0
37,1,4,2,0,0,HB,Direct,0,A,0,No Deposit,0,145,1
97,1,4,2,0,0,BB,Online TA,0,A,0,No Deposit,0,134,2
34,2,4,2,0,0,BB,Online TA,0,A,0,No Deposit,0,108.06,1
17,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,153,1
3,0,3,3,1,0,HB,Direct,0,G,0,No Deposit,0,250.33,2
20,1,3,2,1,0,BB,Online TA,0,A,0,No Deposit,0,193,1
77,2,7,2,0,0,HB,Direct,0,E,2,No Deposit,0,160,3
46,0,0,2,0,0,HB,Online TA,0,E,0,No Deposit,0,0,0
0,0,1,2,2,0,BB,Direct,0,F,0,No Deposit,0,188,0
16,0,2,1,0,0,BB,Direct,0,A,0,No Deposit,0,120,1
4,0,2,2,0,0,BB,Online TA,0,D,0,No Deposit,0,192,2
4,0,2,2,0,0,BB,Online TA,0,D,0,No Deposit,0,192,2
32,0,2,2,2,0,BB,Online TA,0,H,0,No Deposit,0,219.5,0
0,0,2,2,0,0,HB,Online TA,0,A,0,No Deposit,0,192.5,1
286,2,2,1,0,0,BB,Direct,0,A,0,No Deposit,0,57.6,0
72,2,2,2,2,0,BB,Online TA,0,G,0,No Deposit,0,214,0
58,2,3,1,0,0,BB,Online TA,0,D,1,No Deposit,0,157.8,0
80,2,4,2,0,0,BB,Online TA,0,E,0,No Deposit,0,170.33,1
1,0,1,2,0,0,BB,Online TA,0,D,0,No Deposit,0,211,2
3,2,5,2,0,0,BB,Online TA,0,A,0,No Deposit,0,188.29,2
79,2,5,3,0,0,HB,Direct,0,E,1,No Deposit,0,185,4
66,2,6,2,0,0,HB,Online TA,0,D,2,No Deposit,0,193.13,0
95,2,4,2,1,0,HB,Direct,0,A,4,No Deposit,0,186,4
67,2,4,2,0,0,BB,Direct,0,D,0,No Deposit,0,163.5,1
60,2,5,2,0,0,HB,Direct,0,A,0,No Deposit,0,180.28,0
34,2,5,2,0,0,BB,Direct,0,C,3,No Deposit,0,174.76,1
21,0,0,2,2,0,BB,Direct,0,C,0,No Deposit,0,0,0
0,1,0,2,0,0,BB,Online TA,0,C,0,No Deposit,0,144.76,0
83,2,5,2,0,0,BB,Online TA,0,D,0,No Deposit,0,162.14,1
94,0,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,0,1
1,0,0,2,0,0,BB,Online TA,0,D,0,No Deposit,0,0,2
0,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,172,0
13,0,4,2,0,1,HB,Direct,0,C,1,No Deposit,0,230.5,2
13,0,4,2,0,0,HB,Direct,0,C,1,No Deposit,0,230.5,2
14,0,5,2,0,0,HB,Online TA,0,D,1,No Deposit,0,241,2
6,2,5,2,0,0,BB,Online TA,0,A,0,No Deposit,0,188.29,2
81,2,8,2,0,0,HB,Direct,0,D,1,No Deposit,0,187.8,1
1,0,0,3,0,0,BB,Online TA,0,D,0,No Deposit,0,0,2
2,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,171.9,0
0,0,1,2,0,0,BB,Direct,0,I,0,No Deposit,0,200,0
44,0,4,2,0,0,BB,Online TA,0,A,0,No Deposit,0,148.25,0
139,0,4,2,0,0,BB,Online TA,0,A,0,No Deposit,0,172,1
139,0,4,3,0,0,BB,Online TA,0,A,1,No Deposit,0,172,2
84,2,5,2,0,1,HB,Online TA,0,A,1,No Deposit,0,168.71,3
2,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,172,0
129,0,3,2,0,0,BB,Direct,0,E,0,No Deposit,0,126,1
9,0,3,2,2,0,HB,Online TA,0,G,2,No Deposit,0,268,1
52,1,3,2,0,0,BB,Direct,0,E,1,No Deposit,0,173,0
7,2,3,2,0,0,HB,Online TA,0,A,1,No Deposit,0,217.2,4
3,2,4,2,0,0,BB,Online TA,0,A,0,No Deposit,0,181.5,3
87,2,6,2,0,0,BB,Online TA,0,D,2,No Deposit,0,154,2
51,2,6,2,0,0,BB,Online TA,0,D,0,No Deposit,0,173,0
136,2,8,3,1,0,BB,Direct,0,G,1,No Deposit,0,181.9,3
4,0,0,2,0,0,BB,Online TA,0,E,0,No Deposit,0,0,2
4,0,2,2,1,0,BB,Online TA,0,D,1,No Deposit,0,226,4
6,0,2,2,0,0,BB,Online TA,0,D,0,No Deposit,0,211,1
4,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,191,3
52,1,2,2,0,0,BB,Direct,0,E,0,No Deposit,0,173,1
98,2,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,134,2
16,2,3,2,0,0,BB,Online TA,0,E,0,No Deposit,0,221,2
51,2,5,2,0,0,HB,Online TA,0,D,0,No Deposit,0,205,2
65,2,7,2,0,0,BB,Online TA,0,A,1,No Deposit,0,121.39,1
0,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,171.9,0
5,1,1,2,0,0,BB,Online TA,0,G,0,No Deposit,0,250,1
98,1,1,2,0,0,HB,Online TA,0,E,0,No Deposit,0,208,1
4,2,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,172,3
5,2,1,2,0,0,BB,Online TA,0,D,0,No Deposit,0,157.59,1
3,2,2,2,0,0,HB,Online TA,0,A,0,No Deposit,0,211.75,3
85,2,2,2,0,0,HB,Online TA,0,G,0,No Deposit,0,246,1
75,2,5,2,2,0,FB,Direct,0,C,0,No Deposit,0,276.43,3
61,4,9,2,0,0,BB,Online TA,0,D,0,No Deposit,0,165.69,0
0,1,0,2,0,0,BB,Direct,0,G,0,No Deposit,0,195,0
5,1,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,127.31,0
2,1,0,2,0,0,BB,Online TA,0,D,0,No Deposit,0,134,1
62,2,1,2,0,0,BB,Online TA,0,E,1,No Deposit,0,210.33,2
34,2,2,2,0,0,BB,Online TA,0,D,0,No Deposit,0,211,1
82,2,2,2,0,0,BB,Online TA,0,D,0,No Deposit,0,154,0
55,2,4,2,0,0,HB,Online TA,0,D,0,No Deposit,0,179.38,0
81,2,4,2,1,1,FB,Direct,0,C,0,No Deposit,0,277,1
5,0,0,2,0,0,HB,Online TA,0,D,0,No Deposit,0,0,2
19,1,2,2,0,0,BB,Online TA,0,E,0,No Deposit,0,221,2
30,1,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,211,0
35,1,5,2,0,0,BB,Online TA,0,A,0,No Deposit,0,147.07,1
136,1,5,2,0,0,BB,Online TA,0,G,0,No Deposit,0,179.1,1
35,1,5,2,0,0,BB,Online TA,0,F,0,No Deposit,0,164.65,1
62,2,5,2,2,0,BB,Online TA,0,G,0,No Deposit,0,233,0
76,3,8,2,0,0,HB,Direct,0,D,0,No Deposit,0,169,1
90,0,0,2,0,0,BB,Online TA,0,E,0,No Deposit,0,0,2
90,0,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,0,2
80,0,4,2,0,0,BB,Online TA,0,D,0,No Deposit,0,154,0
70,0,5,2,0,0,BB,Online TA,0,D,0,No Deposit,0,154,0
68,2,5,2,0,0,HB,Online TA,0,A,0,No Deposit,0,156.73,0
31,2,5,2,0,0,BB,Online TA,0,D,0,No Deposit,0,211,1
66,2,10,2,2,0,BB,Online TA,0,C,1,No Deposit,0,129.41,1
47,0,3,2,0,0,HB,Online TA,0,A,0,No Deposit,0,157.08,2
78,1,4,2,0,0,BB,Online TA,0,A,0,No Deposit,0,134,0
0,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,172,1
47,0,3,2,1,1,HB,Online TA,0,C,0,No Deposit,0,255,2
135,1,3,2,0,0,HB,Online TA,0,E,0,No Deposit,0,196,1
76,1,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,87.91,1
87,2,3,2,0,0,BB,Online TA,0,D,1,No Deposit,0,154,2
19,2,3,1,0,0,HB,Online TA,0,D,0,No Deposit,0,243,1
21,2,3,2,1,0,BB,Direct,0,D,0,No Deposit,0,222.2,2
19,2,3,2,0,1,HB,Online TA,0,D,0,No Deposit,0,243,2
51,0,0,2,0,0,BB,Online TA,0,D,0,No Deposit,0,0,2
0,0,1,2,2,0,BB,Direct,0,G,0,No Deposit,0,203,0
0,0,1,2,0,0,BB,Direct,0,A,1,No Deposit,0,173,0
0,0,1,2,0,0,BB,Online TA,0,D,0,No Deposit,0,172,2
0,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,120.6,0
0,0,1,2,0,0,BB,Online TA,0,D,0,No Deposit,0,172,2
38,0,2,3,0,0,HB,Online TA,0,A,1,No Deposit,0,266.4,2
21,0,2,2,0,0,BB,Online TA,0,E,0,No Deposit,0,236,1
38,0,2,2,0,0,HB,Online TA,0,A,0,No Deposit,0,223,1
0,1,2,3,0,0,BB,Online TA,0,A,0,No Deposit,0,178.67,2
7,2,2,2,0,0,BB,Direct,0,A,0,No Deposit,0,167.25,0
81,2,3,2,0,0,BB,Online TA,0,D,0,No Deposit,0,166,0
6,2,3,2,0,0,BB,Online TA,0,D,0,No Deposit,0,195.8,1
52,2,5,2,1,0,HB,Direct,0,C,2,No Deposit,0,160,0
3,1,1,2,0,0,BB,Direct,0,D,0,No Deposit,0,182.5,1
35,2,2,2,0,0,HB,Direct,0,D,0,No Deposit,0,234,0
2,2,2,2,2,0,BB,Online TA,0,G,0,No Deposit,0,242.5,0
31,2,4,2,0,0,FB,Direct,0,D,0,No Deposit,0,248,1
31,2,4,2,0,0,FB,Direct,0,D,0,No Deposit,0,299.33,1
26,2,5,2,0,0,BB,Direct,0,D,1,No Deposit,0,200.71,0
0,1,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,195,0
2,1,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,153,1
95,4,5,2,2,0,BB,Online TA,0,G,2,No Deposit,0,214,0
58,1,4,2,0,0,BB,Online TA,0,E,0,No Deposit,0,183,0
96,1,5,2,0,0,BB,Online TA,0,A,0,No Deposit,0,134,3
125,2,5,2,1,0,FB,Direct,0,E,0,No Deposit,0,225.9,2
13,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,172,0
13,0,3,2,0,0,BB,Online TA,0,A,2,No Deposit,0,172,1
57,1,5,2,2,0,HB,Online TA,0,C,1,No Deposit,0,229.67,1
68,2,5,3,0,0,HB,Online TA,0,D,1,No Deposit,0,176.64,2
57,2,5,2,2,0,BB,Online TA,0,C,1,No Deposit,0,179.86,1
10,2,5,2,1,0,BB,Direct,0,A,0,No Deposit,0,187,2
92,2,8,2,0,0,BB,Online TA,0,A,0,No Deposit,0,134,1
92,2,8,2,2,0,BB,Online TA,0,D,1,No Deposit,0,239.5,1
33,0,0,3,0,0,HB,Online TA,0,D,0,No Deposit,0,0,1
1,0,1,3,0,0,BB,Online TA,0,A,3,No Deposit,0,153,2
91,0,4,2,0,0,HB,Online TA,0,A,1,No Deposit,0,166,0
16,0,4,2,0,0,BB,Direct,0,D,1,No Deposit,0,192,2
128,1,4,2,0,0,BB,Online TA,0,A,0,No Deposit,0,120.6,0
61,1,4,3,0,0,HB,Direct,0,A,0,No Deposit,0,220.4,2
98,2,7,2,0,0,BB,Online TA,0,D,0,No Deposit,0,8,0
138,2,7,2,0,0,HB,Online TA,0,E,1,No Deposit,0,196,1
10,0,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,0,2
10,0,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,0,2
0,0,1,1,0,0,BB,Direct,0,G,1,No Deposit,0,200,0
80,2,7,2,0,0,BB,Online TA,0,E,0,No Deposit,0,164,2
40,2,3,2,0,0,BB,Direct,0,D,0,No Deposit,0,176.8,1
102,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,134,1
16,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,163.35,1
24,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,171.9,2
24,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,171.9,2
16,2,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,176.75,1
76,2,3,2,0,0,BB,Online TA,0,A,1,No Deposit,0,134,0
112,2,3,2,0,0,BB,Online TA,0,A,2,No Deposit,0,146,2
16,2,3,2,0,0,BB,Direct,0,D,0,No Deposit,0,192,0
51,2,4,2,0,0,HB,Online TA,0,A,1,No Deposit,0,183,1
13,2,4,2,0,0,FB,Direct,0,A,0,No Deposit,0,236,0
32,2,4,2,0,0,BB,Online TA,0,A,0,No Deposit,0,178.33,2
51,2,4,3,0,0,HB,Direct,0,D,0,No Deposit,0,248,1
65,2,5,2,0,0,HB,Online TA,0,D,1,No Deposit,0,188.71,0
35,2,5,3,0,0,HB,Online TA,0,D,1,No Deposit,0,260.71,1
37,2,5,2,0,0,HB,Online TA,0,D,0,No Deposit,0,222,0
35,2,5,2,0,0,BB,Online TA,0,A,0,No Deposit,0,174.71,1
77,3,7,2,0,0,BB,Online TA,0,F,0,No Deposit,0,129.55,1
0,0,1,2,1,0,BB,Direct,0,A,0,No Deposit,0,172,0
54,2,4,2,0,0,HB,Direct,0,A,0,No Deposit,0,179.83,0
85,2,5,2,0,0,BB,Direct,0,D,0,No Deposit,0,146.3,1
12,2,5,2,0,0,BB,Direct,0,H,1,No Deposit,0,221.43,1
85,2,5,2,0,0,BB,Direct,0,D,0,No Deposit,0,146.3,1
102,2,6,2,1,0,HB,Direct,0,D,1,No Deposit,0,218.5,1
66,2,3,2,1,0,BB,Direct,0,A,1,No Deposit,0,149,2
70,2,4,2,2,0,HB,Direct,0,C,1,No Deposit,0,211,0
92,2,1,2,0,0,HB,Online TA,0,A,1,No Deposit,0,149.4,1
6,2,2,2,0,0,BB,Direct,0,E,0,No Deposit,0,201,0
62,2,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,134,0
82,2,3,3,1,0,BB,Direct,0,C,0,No Deposit,0,199,0
69,2,3,1,0,0,BB,Online TA,0,A,0,No Deposit,0,112.5,1
59,4,10,2,2,0,BB,Online TA,0,C,1,No Deposit,0,113.47,1
0,1,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,153,0
30,1,0,3,0,0,BB,Direct,0,A,0,No Deposit,0,233,1
0,1,0,2,0,0,BB,Direct,0,A,0,No Deposit,0,153,0
84,1,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,132.6,1
103,1,1,2,0,0,BB,Online TA,0,D,0,No Deposit,0,154,2
76,1,3,2,0,0,BB,Online TA,0,E,2,No Deposit,0,164,1
58,1,4,2,2,0,FB,Direct,0,C,1,No Deposit,0,261.4,0
11,1,4,2,0,1,BB,Direct,0,D,0,No Deposit,0,199.4,3
11,1,4,1,1,0,BB,Direct,0,D,0,No Deposit,0,199.4,2
69,0,3,2,0,0,BB,Online TA,0,E,0,No Deposit,0,164,2
43,2,8,2,2,0,BB,Online TA,0,G,0,No Deposit,0,206.6,0
0,0,1,2,2,0,BB,Direct,0,G,0,No Deposit,0,193,0
0,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,112,0
57,2,9,2,0,0,BB,Direct,0,A,0,No Deposit,0,111.27,0
1,0,1,2,0,0,BB,Online TA,0,A,1,No Deposit,0,153,2
41,0,2,2,0,0,BB,Online TA,0,D,0,No Deposit,0,154,2
90,0,3,2,0,0,BB,Online TA,0,A,1,No Deposit,0,134,1
10,2,5,2,1,0,BB,Direct,0,C,0,No Deposit,0,155.86,2
30,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,115,3
0,0,2,2,0,0,BB,Direct,0,H,0,No Deposit,0,195,0
31,0,2,3,0,0,BB,Direct,0,A,1,No Deposit,0,176,1
34,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,120.6,3
4,0,2,2,1,0,HB,Online TA,0,D,1,No Deposit,0,180.55,2
23,0,2,2,0,0,FB,Direct,0,A,1,No Deposit,0,179,1
31,0,2,2,2,0,BB,Direct,0,C,0,No Deposit,0,181,2
32,1,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,122,1
30,1,2,2,0,0,HB,Direct,0,D,1,No Deposit,0,184,0
10,1,2,2,0,0,BB,Direct,0,A,0,No Deposit,0,127.67,1
11,1,2,2,0,0,BB,Direct,0,A,0,No Deposit,0,127.67,1
8,1,2,2,0,0,BB,Online TA,0,D,0,No Deposit,0,113.7,2
39,1,2,2,0,0,BB,Online TA,0,A,1,No Deposit,0,120.6,2
4,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,165,1
34,0,2,2,0,1,BB,Online TA,0,A,0,No Deposit,0,120.6,3
25,2,2,2,0,0,FB,Direct,0,F,1,No Deposit,0,208,2
106,2,2,2,0,0,BB,Direct,0,E,0,No Deposit,0,166.5,1
30,2,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,101.16,2
67,2,4,2,0,0,BB,Online TA,0,A,0,No Deposit,0,109.83,0
21,2,4,2,0,0,HB,Online TA,0,D,0,No Deposit,0,175,1
28,2,5,2,0,0,HB,Online TA,0,E,0,No Deposit,0,166.14,0
30,2,5,2,0,0,BB,Direct,0,F,0,No Deposit,0,150.71,0
28,2,3,2,0,0,BB,Direct,0,A,0,No Deposit,0,104.8,0
0,1,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,134,1
47,1,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,146,2
47,2,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,103.18,1
47,2,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,103.18,1
57,0,1,2,0,0,HB,Online TA,0,A,0,No Deposit,0,164,0
1,2,2,2,0,0,HB,Direct,0,A,1,No Deposit,0,142.5,1
11,2,3,2,0,0,HB,Online TA,0,D,1,No Deposit,0,140.4,2
136,2,3,2,0,0,BB,Direct,0,A,0,No Deposit,0,112,2
2,2,4,3,0,0,BB,Direct,0,C,5,No Deposit,0,173.25,0
9,2,5,2,0,0,BB,Online TA,0,D,0,No Deposit,0,146,2
2,1,0,2,0,0,BB,Direct,0,A,0,No Deposit,0,154,0
11,2,0,2,0,1,BB,Online TA,0,A,1,No Deposit,0,103.5,4
11,2,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,103.5,3
37,2,1,2,0,0,HB,Online TA,0,A,0,No Deposit,0,115.2,0
103,2,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,71.72,0
34,2,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,71.69,1
44,2,3,2,0,0,BB,Direct,0,E,0,No Deposit,0,136.2,2
83,2,4,2,0,0,BB,Online TA,0,D,0,No Deposit,0,112.33,1
83,2,4,2,0,0,BB,Online TA,0,D,0,No Deposit,0,112.33,1
25,2,5,2,0,0,HB,Online TA,0,A,0,No Deposit,0,167.86,0
82,2,5,2,0,0,BB,Online TA,0,F,0,No Deposit,0,103.07,1
0,1,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,92.86,1
35,1,1,3,0,0,BB,Direct,0,A,0,No Deposit,0,128,1
34,1,1,2,0,0,HB,Online TA,0,A,0,No Deposit,0,115.2,1
83,1,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,80.55,0
41,1,2,2,0,0,BB,Online TA,0,D,0,No Deposit,0,120.33,1
26,1,2,2,0,0,BB,Online TA,0,D,0,No Deposit,0,126.67,2
26,1,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,75.46,1
6,1,2,2,0,0,BB,Online TA,0,D,0,No Deposit,0,120.33,1
28,1,2,2,0,1,BB,Online TA,0,A,0,No Deposit,0,98,2
26,1,3,2,2,0,HB,Direct,0,C,3,No Deposit,0,155.5,0
26,2,5,2,0,0,BB,Online TA,0,A,0,No Deposit,0,126.29,2
68,3,8,2,0,0,BB,Online TA,0,D,0,No Deposit,0,113.55,3
48,0,3,2,0,0,HB,Online TA,0,A,0,No Deposit,0,151,0
48,0,3,2,0,0,HB,Direct,0,A,0,No Deposit,0,134.67,1
27,0,3,2,1,0,HB,Direct,0,C,0,No Deposit,0,153,2
50,0,4,2,2,0,BB,Direct,0,C,0,No Deposit,0,119,0
122,0,4,2,0,0,HB,Online TA,0,E,0,No Deposit,0,155,2
64,0,4,2,0,0,BB,Online TA,0,D,1,No Deposit,0,109,2
48,0,4,2,0,0,FB,Direct,0,A,2,No Deposit,0,158,0
0,0,5,2,0,0,HB,Direct,0,A,1,No Deposit,0,128,0
5,0,2,2,0,0,BB,Direct,0,A,0,No Deposit,0,113,0
62,0,5,2,0,0,HB,Direct,0,A,1,No Deposit,0,128,0
333,1,5,1,0,0,BB,Direct,0,A,0,No Deposit,0,110.7,0
123,2,5,1,0,0,BB,Online TA,0,A,1,No Deposit,0,82.72,1
73,2,5,2,0,0,BB,Online TA,0,D,0,No Deposit,0,110.71,0
27,2,6,2,2,0,BB,Online TA,0,G,2,No Deposit,0,186,1
27,2,6,2,0,0,BB,Online TA,0,A,2,No Deposit,0,114.19,1
62,2,10,2,0,0,BB,Online TA,0,D,0,No Deposit,0,113,2
4,0,4,2,0,0,BB,Online TA,0,D,0,No Deposit,0,154.25,0
104,1,4,2,0,0,BB,Online TA,0,A,0,No Deposit,0,71.69,0
104,1,4,2,0,0,BB,Online TA,0,A,0,No Deposit,0,71.69,0
68,2,5,3,0,0,HB,Direct,0,G,2,No Deposit,0,150.71,0
1,0,2,2,0,0,BB,Online TA,0,A,1,No Deposit,0,131.4,0
29,0,3,2,1,0,HB,Direct,0,D,2,No Deposit,0,211,2
29,1,3,2,0,0,HB,Online TA,0,A,0,No Deposit,0,144.9,2
297,1,3,2,0,0,BB,Direct,0,A,0,No Deposit,0,123,2
52,2,7,2,0,0,BB,Direct,0,D,0,No Deposit,0,113,2
92,2,7,2,0,0,BB,Online TA,0,E,0,No Deposit,0,123,0
52,2,7,2,1,0,HB,Direct,0,D,1,No Deposit,0,166,3
163,2,5,2,0,0,BB,Online TA,0,D,0,No Deposit,0,91.46,1
1,0,1,2,0,0,BB,Online TA,0,A,1,No Deposit,0,143,2
0,0,1,2,0,0,BB,Direct,0,D,0,No Deposit,0,131,0
88,0,2,2,0,0,HB,Online TA,0,E,1,No Deposit,0,167,0
0,0,2,2,0,0,BB,Online TA,0,F,0,No Deposit,0,172,1
15,0,2,2,0,0,BB,Online TA,0,D,0,No Deposit,0,146,1
3,1,2,2,0,0,BB,Online TA,0,D,0,No Deposit,0,135,2
0,2,2,3,0,0,BB,Direct,0,A,2,No Deposit,0,176,0
4,2,2,2,0,0,HB,Online TA,0,D,1,No Deposit,0,151.25,2
63,2,3,2,0,0,BB,Online TA,0,E,0,No Deposit,0,168,1
67,2,3,2,0,0,BB,Online TA,0,E,0,No Deposit,0,123,1
73,2,7,2,2,0,BB,Online TA,0,G,1,No Deposit,0,153,0
150,3,7,2,0,0,HB,Direct,0,G,0,No Deposit,0,183,0
23,2,4,2,0,0,BB,Online TA,0,A,0,No Deposit,0,120,2
68,2,4,2,0,0,BB,Online TA,0,E,0,No Deposit,0,123,2
47,2,4,2,0,0,FB,Direct,0,D,0,No Deposit,0,171,1
47,2,4,2,0,0,FB,Direct,0,D,0,No Deposit,0,171,2
26,2,5,2,0,0,BB,Direct,0,F,0,No Deposit,0,156,0
25,1,1,2,0,0,BB,Online TA,0,E,0,No Deposit,0,139.5,1
71,2,2,2,0,0,BB,Online TA,0,D,0,No Deposit,0,113,0
54,2,5,2,0,0,BB,Direct,0,A,0,No Deposit,0,98,2
47,2,5,2,0,0,BB,Direct,0,A,0,No Deposit,0,98,1
